"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"10193"	"TGME49-245590"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10194"	"TGME49-245590"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10195"	"TGME49-269250"	"GO:0005838"	"proteasome regulatory particle"	"cellular_component"	"protein_coding"
"10196"	"TGME49-269250"	"GO:0008237"	"metallopeptidase activity"	"molecular_function"	"protein_coding"
"10197"	"TGME49-269250"	"GO:0000502"	"proteasome complex"	"cellular_component"	"protein_coding"
"10198"	"TGME49-269250"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10199"	"TGME49-269250"	"GO:0070122"	"isopeptidase activity"	"molecular_function"	"protein_coding"
"10200"	"TGME49-269250"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10201"	"TGME49-270180"	""	""	""	"tRNA"
"10202"	"TGME49-300790"	""	""	""	"protein_coding"
"10203"	"TGME49-229005"	""	""	""	"protein_coding"
"10204"	"TGME49-247470"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10205"	"TGME49-247470"	"GO:0042254"	"ribosome biogenesis"	"biological_process"	"protein_coding"
"10206"	"TGME49-247470"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"10207"	"TGME49-247470"	"GO:0032040"	"small-subunit processome"	"cellular_component"	"protein_coding"
"10208"	"TGME49-247470"	"GO:0030515"	"snoRNA binding"	"molecular_function"	"protein_coding"
"10209"	"TGME49-247470"	"GO:0031428"	"box C/D RNP complex"	"cellular_component"	"protein_coding"
"10210"	"TGME49-314220"	""	""	""	"protein_coding"
"10211"	"TGME49-248380"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10212"	"TGME49-248380"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10213"	"TGME49-273815"	""	""	""	"protein_coding"
"10214"	"TGME49-277550"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10215"	"TGME49-277550"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10216"	"TGME49-277550"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10217"	"TGME49-277550"	"GO:0004003"	"GO_0004003"	"go"	"protein_coding"
"10218"	"TGME49-277550"	"GO:0003678"	"DNA helicase activity"	"molecular_function"	"protein_coding"
"10219"	"TGME49-277550"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10220"	"TGME49-277550"	"GO:0004386"	"helicase activity"	"molecular_function"	"protein_coding"
"10221"	"TGME49-277550"	"GO:0032508"	"DNA duplex unwinding"	"biological_process"	"protein_coding"
"10222"	"TGME49-277550"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"10223"	"TGME49-312340"	""	""	""	"protein_coding"
"10224"	"TGME49-247340"	"GO:0051087"	"chaperone binding"	"molecular_function"	"protein_coding"
"10225"	"TGME49-247340"	"GO:0070286"	"axonemal dynein complex assembly"	"biological_process"	"protein_coding"
"10226"	"TGME49-233200"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"10227"	"TGME49-233200"	"GO:0034227"	"tRNA thio-modification"	"biological_process"	"protein_coding"
"10228"	"TGME49-233200"	"GO:0008033"	"tRNA processing"	"biological_process"	"protein_coding"
"10229"	"TGME49-250870"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10230"	"TGME49-250870"	"GO:0019706"	"protein-cysteine S-palmitoyltransferase activity"	"molecular_function"	"protein_coding"
"10231"	"TGME49-250870"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10232"	"TGME49-250870"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10233"	"TGME49-250870"	"GO:0016746"	"acyltransferase activity"	"molecular_function"	"protein_coding"
"10234"	"TGME49-250870"	"GO:0016409"	"palmitoyltransferase activity"	"molecular_function"	"protein_coding"
"10235"	"TGME49-311815"	""	""	""	"protein_coding"
"10236"	"TGME49-278250"	""	""	""	"protein_coding"
"10237"	"TGME49-251800"	""	""	""	"protein_coding"
"10238"	"TGME49-315910"	""	""	""	"protein_coding"
"10239"	"TGME49-225150"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10240"	"TGME49-225150"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10241"	"TGME49-218470"	"GO:0003756"	"protein disulfide isomerase activity"	"molecular_function"	"protein_coding"
"10242"	"TGME49-218470"	"GO:0005623"	"obsolete cell"	"cellular_component"	"protein_coding"
"10243"	"TGME49-218470"	"GO:0045454"	"cell redox homeostasis"	"biological_process"	"protein_coding"
"10244"	"TGME49-218470"	"GO:0016853"	"isomerase activity"	"molecular_function"	"protein_coding"
"10245"	"TGME49-251490"	"GO:0003697"	"single-stranded DNA binding"	"molecular_function"	"protein_coding"
"10246"	"TGME49-251490"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"10247"	"TGME49-251490"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10248"	"TGME49-251490"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10249"	"TGME49-251490"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10250"	"TGME49-251490"	"GO:0006974"	"cellular response to DNA damage stimulus"	"biological_process"	"protein_coding"
"10251"	"TGME49-251490"	"GO:0018142"	"protein-DNA covalent cross-linking"	"biological_process"	"protein_coding"
"10252"	"TGME49-251880"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10253"	"TGME49-251880"	"GO:0004812"	"aminoacyl-tRNA ligase activity"	"molecular_function"	"protein_coding"
"10254"	"TGME49-251880"	"GO:0006418"	"tRNA aminoacylation for protein translation"	"biological_process"	"protein_coding"
"10255"	"TGME49-251880"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10256"	"TGME49-251880"	"GO:0004831"	"tyrosine-tRNA ligase activity"	"molecular_function"	"protein_coding"
"10257"	"TGME49-251880"	"GO:0016874"	"ligase activity"	"molecular_function"	"protein_coding"
"10258"	"TGME49-251880"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"10259"	"TGME49-235960"	""	""	""	"protein_coding"
"10260"	"TGME49-271260"	""	""	""	"protein_coding"
"10261"	"TGME49-225770"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10262"	"TGME49-225770"	"GO:0005622"	"intracellular anatomical structure"	"cellular_component"	"protein_coding"
"10263"	"TGME49-225770"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"10264"	"TGME49-225770"	"GO:0004709"	"MAP kinase kinase kinase activity"	"molecular_function"	"protein_coding"
"10265"	"TGME49-225770"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10266"	"TGME49-225770"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10267"	"TGME49-225770"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"10268"	"TGME49-225770"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10269"	"TGME49-225770"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10270"	"TGME49-225770"	"GO:0000165"	"MAPK cascade"	"biological_process"	"protein_coding"
"10271"	"TGME49-272010"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"10272"	"TGME49-272010"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"10273"	"TGME49-272010"	"GO:0001522"	"pseudouridine synthesis"	"biological_process"	"protein_coding"
"10274"	"TGME49-272010"	"GO:0042254"	"ribosome biogenesis"	"biological_process"	"protein_coding"
"10275"	"TGME49-272010"	"GO:0031429"	"box H/ACA snoRNP complex"	"cellular_component"	"protein_coding"
"10276"	"TGME49-272010"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10277"	"TGME49-272010"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"10278"	"TGME49-226532"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10279"	"TGME49-226532"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10280"	"TGME49-268830"	"GO:0015078"	"proton transmembrane transporter activity"	"molecular_function"	"protein_coding"
"10281"	"TGME49-268830"	"GO:0015986"	"ATP synthesis coupled proton transport"	"biological_process"	"protein_coding"
"10282"	"TGME49-268830"	"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"cellular_component"	"protein_coding"
"10283"	"TGME49-215470"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"10284"	"TGME49-215470"	"GO:0003735"	"structural constituent of ribosome"	"molecular_function"	"protein_coding"
"10285"	"TGME49-215470"	"GO:0006412"	"translation"	"biological_process"	"protein_coding"
"10286"	"TGME49-215470"	"GO:0015934"	"large ribosomal subunit"	"cellular_component"	"protein_coding"
"10287"	"TGME49-215470"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"10288"	"TGME49-271810"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10289"	"TGME49-309780"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"10290"	"TGME49-279410"	""	""	""	"protein_coding"
"10291"	"TGME49-217430"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"10292"	"TGME49-217430"	"GO:0005615"	"extracellular space"	"cellular_component"	"protein_coding"
"10293"	"TGME49-217430"	"GO:0004867"	"serine-type endopeptidase inhibitor activity"	"molecular_function"	"protein_coding"
"10294"	"TGME49-217430"	"GO:0010951"	"negative regulation of endopeptidase activity"	"biological_process"	"protein_coding"
"10295"	"TGME49-267540"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10296"	"TGME49-267540"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"10297"	"TGME49-267540"	"GO:0004674"	"protein serine/threonine kinase activity"	"molecular_function"	"protein_coding"
"10298"	"TGME49-267540"	"GO:0004697"	"protein kinase C activity"	"molecular_function"	"protein_coding"
"10299"	"TGME49-267540"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10300"	"TGME49-267540"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10301"	"TGME49-267540"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"10302"	"TGME49-267540"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10303"	"TGME49-267540"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10304"	"TGME49-267540"	"GO:0004698"	"calcium-dependent protein kinase C activity"	"molecular_function"	"protein_coding"
"10305"	"TGME49-215060"	"GO:0016192"	"vesicle-mediated transport"	"biological_process"	"protein_coding"
"10306"	"TGME49-215060"	"GO:0006886"	"intracellular protein transport"	"biological_process"	"protein_coding"
"10307"	"TGME49-215060"	"GO:0005525"	"GTP binding"	"molecular_function"	"protein_coding"
"10308"	"TGME49-215060"	"GO:0003924"	"GTPase activity"	"molecular_function"	"protein_coding"
"10309"	"TGME49-215060"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"10310"	"TGME49-215060"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"10311"	"TGME49-215060"	"GO:0015031"	"protein transport"	"biological_process"	"protein_coding"
"10312"	"TGME49-215060"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10313"	"TGME49-216140"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10314"	"TGME49-269270"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10315"	"TGME49-306940"	""	""	""	"protein_coding"
"10316"	"TGME49-224570"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10317"	"TGME49-224570"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10318"	"TGME49-311020"	""	""	""	"protein_coding"
"10319"	"TGME49-248580"	""	""	""	"tRNA"
"10320"	"TGME49-216220"	"GO:0003700"	"DNA-binding transcription factor activity"	"molecular_function"	"protein_coding"
"10321"	"TGME49-216220"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"10322"	"TGME49-216220"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10323"	"TGME49-216220"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10324"	"TGME49-212270"	""	""	""	"protein_coding"
"10325"	"TGME49-273780"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10326"	"TGME49-273780"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10327"	"TGME49-273780"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"10328"	"TGME49-273780"	"GO:0004519"	"endonuclease activity"	"molecular_function"	"protein_coding"
"10329"	"TGME49-273780"	"GO:0005694"	"chromosome"	"cellular_component"	"protein_coding"
"10330"	"TGME49-273780"	"GO:0006265"	"DNA topological change"	"biological_process"	"protein_coding"
"10331"	"TGME49-273780"	"GO:0003916"	"DNA topoisomerase activity"	"molecular_function"	"protein_coding"
"10332"	"TGME49-273780"	"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"biological_process"	"protein_coding"
"10333"	"TGME49-273780"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10334"	"TGME49-273780"	"GO:0070615"	"nucleosome-dependent ATPase activity"	"molecular_function"	"protein_coding"
"10335"	"TGME49-237480"	"GO:0003887"	"DNA-directed DNA polymerase activity"	"molecular_function"	"protein_coding"
"10336"	"TGME49-237480"	"GO:0003684"	"damaged DNA binding"	"molecular_function"	"protein_coding"
"10337"	"TGME49-237480"	"GO:0006281"	"DNA repair"	"biological_process"	"protein_coding"
"10338"	"TGME49-237480"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10339"	"TGME49-237480"	"GO:0016779"	"nucleotidyltransferase activity"	"molecular_function"	"protein_coding"
"10340"	"TGME49-237480"	"GO:0071897"	"DNA biosynthetic process"	"biological_process"	"protein_coding"
"10341"	"TGME49-267570"	""	""	""	"protein_coding"
"10342"	"TGME49-249890"	""	""	""	"protein_coding"
"10343"	"TGME49-236060"	""	""	""	"protein_coding"
"10344"	"TGME49-229000"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10345"	"TGME49-249830"	""	""	""	"tRNA"
"10346"	"TGME49-278890"	"GO:0006891"	"intra-Golgi vesicle-mediated transport"	"biological_process"	"protein_coding"
"10347"	"TGME49-278890"	"GO:0030173"	"integral component of Golgi membrane"	"cellular_component"	"protein_coding"
"10348"	"TGME49-278890"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10349"	"TGME49-278890"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10350"	"TGME49-278890"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"10351"	"TGME49-278890"	"GO:0000139"	"Golgi membrane"	"cellular_component"	"protein_coding"
"10352"	"TGME49-217390"	""	""	""	"protein_coding"
"10353"	"TGME49-249370"	"GO:0003743"	"translation initiation factor activity"	"molecular_function"	"protein_coding"
"10354"	"TGME49-249370"	"GO:0006413"	"translational initiation"	"biological_process"	"protein_coding"
"10355"	"TGME49-279345"	""	""	""	"protein_coding"
"10356"	"TGME49-235860"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"10357"	"TGME49-235860"	"GO:0004252"	"serine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"10358"	"TGME49-235860"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10359"	"TGME49-235860"	"GO:0008236"	"serine-type peptidase activity"	"molecular_function"	"protein_coding"
"10360"	"TGME49-235860"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"10361"	"TGME49-235860"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10362"	"TGME49-315270"	""	""	""	"protein_coding"
"10363"	"TGME49-216740"	"GO:0008531"	"riboflavin kinase activity"	"molecular_function"	"protein_coding"
"10364"	"TGME49-216740"	"GO:0009231"	"riboflavin biosynthetic process"	"biological_process"	"protein_coding"
"10365"	"TGME49-216740"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10366"	"TGME49-216740"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10367"	"TGME49-216740"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10368"	"TGME49-216740"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10369"	"TGME49-216740"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10370"	"TGME49-216740"	"GO:0009398"	"FMN biosynthetic process"	"biological_process"	"protein_coding"
"10371"	"TGME49-307770"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10372"	"TGME49-307770"	"GO:0015937"	"coenzyme A biosynthetic process"	"biological_process"	"protein_coding"
"10373"	"TGME49-307770"	"GO:0004594"	"pantothenate kinase activity"	"molecular_function"	"protein_coding"
"10374"	"TGME49-307770"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10375"	"TGME49-307770"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10376"	"TGME49-307770"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10377"	"TGME49-214480"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10378"	"TGME49-214480"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10379"	"TGME49-214480"	"GO:0006281"	"DNA repair"	"biological_process"	"protein_coding"
"10380"	"TGME49-214480"	"GO:0006260"	"DNA replication"	"biological_process"	"protein_coding"
"10381"	"TGME49-214480"	"GO:0006310"	"DNA recombination"	"biological_process"	"protein_coding"
"10382"	"TGME49-231110"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10383"	"TGME49-231110"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10384"	"TGME49-247970"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10385"	"TGME49-247970"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10386"	"TGME49-226830"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10387"	"TGME49-226830"	"GO:0016887"	"ATPase"	"molecular_function"	"protein_coding"
"10388"	"TGME49-226830"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10389"	"TGME49-226830"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10390"	"TGME49-214800"	""	""	""	"protein_coding"
"10391"	"TGME49-227020"	"GO:0003956"	"NAD(P)+-protein-arginine ADP-ribosyltransferase activity"	"molecular_function"	"protein_coding"
"10392"	"TGME49-227020"	"GO:0070403"	"NAD+ binding"	"molecular_function"	"protein_coding"
"10393"	"TGME49-227020"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10394"	"TGME49-227020"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"10395"	"TGME49-227020"	"GO:0106274"	"NAD+-protein-arginine ADP-ribosyltransferase activity"	"molecular_function"	"protein_coding"
"10396"	"TGME49-227020"	"GO:0106275"	"NADP+-protein-arginine ADP-ribosyltransferase activity"	"molecular_function"	"protein_coding"
"10397"	"TGME49-215165"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10398"	"TGME49-315570"	""	""	""	"protein_coding"
"10399"	"TGME49-236635"	""	""	""	"protein_coding"
"10400"	"TGME49-216375"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10401"	"TGME49-216375"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10402"	"TGME49-216710"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10403"	"TGME49-216710"	"GO:0055085"	"transmembrane transport"	"biological_process"	"protein_coding"
"10404"	"TGME49-216710"	"GO:0022857"	"transmembrane transporter activity"	"molecular_function"	"protein_coding"
"10405"	"TGME49-216710"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10406"	"TGME49-249150"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"10407"	"TGME49-249150"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10408"	"TGME49-249150"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10409"	"TGME49-248980"	""	""	""	"protein_coding"
"10410"	"TGME49-266710"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10411"	"TGME49-266710"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"10412"	"TGME49-266710"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10413"	"TGME49-266710"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10414"	"TGME49-266710"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"10415"	"TGME49-266710"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10416"	"TGME49-266710"	"GO:0000165"	"MAPK cascade"	"biological_process"	"protein_coding"
"10417"	"TGME49-266710"	"GO:0004708"	"MAP kinase kinase activity"	"molecular_function"	"protein_coding"
"10418"	"TGME49-214115"	""	""	""	"protein_coding"
"10419"	"TGME49-215195"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10420"	"TGME49-277840"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10421"	"TGME49-277840"	"GO:0005525"	"GTP binding"	"molecular_function"	"protein_coding"
"10422"	"TGME49-277840"	"GO:0003924"	"GTPase activity"	"molecular_function"	"protein_coding"
"10423"	"TGME49-277840"	"GO:0007165"	"signal transduction"	"biological_process"	"protein_coding"
"10424"	"TGME49-277840"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10425"	"TGME49-215185"	""	""	""	"protein_coding"
"10426"	"TGME49-245570"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10427"	"TGME49-245570"	"GO:0006260"	"DNA replication"	"biological_process"	"protein_coding"
"10428"	"TGME49-245570"	"GO:0000808"	"origin recognition complex"	"cellular_component"	"protein_coding"
"10429"	"TGME49-275470"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10430"	"TGME49-275470"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10431"	"TGME49-224820"	""	""	""	"protein_coding"
"10432"	"TGME49-277850"	"GO:0004252"	"serine-type endopeptidase activity"	"molecular_function"	"protein_coding"
"10433"	"TGME49-277850"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10434"	"TGME49-277850"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10435"	"TGME49-277850"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10436"	"TGME49-311780"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"10437"	"TGME49-311780"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"10438"	"TGME49-311780"	"GO:0051903"	"S-(hydroxymethyl)glutathione dehydrogenase activity"	"molecular_function"	"protein_coding"
"10439"	"TGME49-311780"	"GO:0006069"	"ethanol oxidation"	"biological_process"	"protein_coding"
"10440"	"TGME49-311780"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"10441"	"TGME49-311780"	"GO:0106321"	"S-(hydroxymethyl)glutathione dehydrogenase NADP activity"	"molecular_function"	"protein_coding"
"10442"	"TGME49-311780"	"GO:0106322"	"S-(hydroxymethyl)glutathione dehydrogenase NAD activity"	"molecular_function"	"protein_coding"
"10443"	"TGME49-309390"	""	""	""	"protein_coding"
"10444"	"TGME49-212170"	""	""	""	"protein_coding"
"10445"	"TGME49-316200"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10446"	"TGME49-316200"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10447"	"TGME49-269420"	""	""	""	"protein_coding"
"10448"	"TGME49-232690"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10449"	"TGME49-232690"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10450"	"TGME49-226260"	""	""	""	"protein_coding"
"10451"	"TGME49-313250"	""	""	""	"protein_coding"
"10452"	"TGME49-247530"	""	""	""	"protein_coding"
"10453"	"TGME49-278390"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10454"	"TGME49-278390"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10455"	"TGME49-315465"	""	""	""	"protein_coding"
"10456"	"TGME49-276960"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10457"	"TGME49-315090"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10458"	"TGME49-315090"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10459"	"TGME49-230190"	""	""	""	"protein_coding"
"10460"	"TGME49-315220"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10461"	"TGME49-315220"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10462"	"TGME49-315220"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10463"	"TGME49-315220"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"10464"	"TGME49-218200"	"GO:0008152"	"metabolic process"	"biological_process"	"protein_coding"
"10465"	"TGME49-218200"	"GO:0051748"	"UTP-monosaccharide-1-phosphate uridylyltransferase activity"	"molecular_function"	"protein_coding"
"10466"	"TGME49-218200"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10467"	"TGME49-218200"	"GO:0016779"	"nucleotidyltransferase activity"	"molecular_function"	"protein_coding"
"10468"	"TGME49-218200"	"GO:0070569"	"uridylyltransferase activity"	"molecular_function"	"protein_coding"
"10469"	"TGME49-312590"	""	""	""	"protein_coding"
"10470"	"TGME49-229030"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10471"	"TGME49-229030"	"GO:0008233"	"peptidase activity"	"molecular_function"	"protein_coding"
"10472"	"TGME49-229030"	"GO:0006465"	"signal peptide processing"	"biological_process"	"protein_coding"
"10473"	"TGME49-229030"	"GO:0005787"	"signal peptidase complex"	"cellular_component"	"protein_coding"
"10474"	"TGME49-229030"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10475"	"TGME49-229030"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"10476"	"TGME49-229030"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"10477"	"TGME49-268310"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"10478"	"TGME49-268310"	"GO:0006030"	"chitin metabolic process"	"biological_process"	"protein_coding"
"10479"	"TGME49-268310"	"GO:0008061"	"chitin binding"	"molecular_function"	"protein_coding"
"10480"	"TGME49-276870"	""	""	""	"protein_coding"
"10481"	"TGME49-314850"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10482"	"TGME49-314850"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"10483"	"TGME49-314850"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"10484"	"TGME49-314850"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10485"	"TGME49-273630"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
